order_id,item_id,arrival_date,due_date,capacity_needed
0,0,15,76,11
1,0,47,92,29
2,0,51,88,32
3,1,57,102,11
4,1,23,98,6
5,2,13,76,4
6,2,81,120,2
7,3,29,88,31
8,3,4,66,59
9,3,52,90,30
10,4,27,84,20
11,4,56,89,25
12,4,15,78,1
13,4,41,119,18
14,5,73,103,20
15,6,62,102,19
16,6,2,35,11
17,6,4,54,4
18,6,25,83,14
19,7,59,101,51
20,7,17,89,31
21,7,61,113,1
22,7,18,72,4
23,8,54,96,41
24,8,16,72,14
25,8,16,73,28
26,9,49,110,8
27,9,10,61,25
28,9,62,106,10
29,9,25,75,11
30,10,32,93,34
31,10,53,111,20
32,10,45,90,31
33,10,78,118,22
34,11,15,80,31
35,11,58,104,7
36,12,32,75,11
37,12,41,94,19
38,12,40,95,11
39,12,0,50,15
40,13,42,93,15
41,13,76,119,2
42,13,38,78,8
43,13,42,72,17
44,14,29,101,20
45,14,19,95,15
46,14,40,94,17
47,15,33,83,1
48,15,26,78,11
49,15,84,117,2
50,15,80,116,39
51,16,3,55,14
52,16,80,120,30
53,17,71,112,37
54,17,18,71,20
55,17,49,114,23
56,17,26,68,22
57,17,59,106,11
58,18,25,61,32
59,19,40,79,34
60,19,41,82,18
61,19,32,75,1
62,20,17,57,13
63,20,24,81,22
64,20,4,44,9
65,21,17,58,45
66,21,0,53,20
67,21,5,65,24
68,21,59,110,22
69,22,31,84,11
70,22,23,86,3
71,22,30,62,9
72,22,38,110,2
73,23,74,109,60
74,23,16,83,45
75,23,7,72,20
76,23,12,44,14
77,24,9,69,21
78,24,54,96,12
79,25,55,110,14
80,26,32,85,1
81,26,31,62,14
82,27,7,46,41
83,27,31,93,27
84,27,37,105,53
85,27,5,49,6
86,28,20,70,24
87,28,60,95,17
88,29,46,95,52
89,29,77,111,31
90,29,66,120,5
91,30,15,94,7
92,30,28,92,21
93,30,47,97,13
94,30,24,74,8
95,31,45,95,2
96,32,23,61,31
97,32,79,114,7
98,32,37,88,8
99,32,27,104,1
100,33,17,52,14
101,33,38,76,7
102,34,9,84,53
103,34,76,110,31
104,34,21,73,29
105,35,46,92,1
106,35,23,65,19
107,35,6,67,21
108,36,10,86,8
109,36,13,64,29
110,36,61,106,4
111,36,39,78,13
112,36,37,83,30
113,37,53,95,31
114,37,25,87,20
115,37,3,63,31
116,37,30,98,21
117,38,21,101,8
118,38,32,63,5
119,38,73,118,15
120,39,66,104,31
121,39,27,92,34
122,39,7,59,11
123,39,66,111,16
124,40,4,36,9
125,41,2,74,15
126,41,33,100,17
127,41,83,116,1
128,41,63,117,7
129,42,42,96,24
130,43,32,77,7
131,43,48,105,11
132,43,36,78,18
133,43,58,111,3
134,43,47,117,6
135,43,41,101,21
136,43,82,114,29
137,43,25,79,13
138,44,59,112,49
139,44,21,59,14
140,44,26,106,31
141,45,20,63,11
142,46,66,111,18
143,46,19,84,1
144,46,31,80,24
145,46,25,96,41
146,47,8,58,6
147,47,1,43,25
148,48,33,106,8
149,48,61,96,6
150,48,49,102,34
151,49,37,108,38
152,49,23,77,17
153,49,21,73,21
154,49,40,105,23
155,50,20,100,18
156,50,12,47,23
157,50,33,83,27
158,51,74,114,31
159,51,72,116,15
160,52,62,105,20
161,52,55,101,40
162,52,54,113,27
163,52,10,60,4
164,53,67,119,50
165,53,11,67,12
166,54,44,103,38
167,54,30,105,48
168,54,74,119,21
169,54,17,87,11
170,55,42,88,3
171,55,28,95,51
172,55,17,62,1
173,55,17,60,43
174,56,81,120,37
175,56,15,87,4
176,56,69,105,11
177,56,15,72,39
178,57,63,112,60
179,57,0,43,44
180,57,35,78,4
181,58,26,100,25
182,58,1,56,51
183,58,30,75,34
184,59,8,49,37
185,59,48,106,21
186,60,54,89,27
187,60,41,85,11
188,61,50,89,33
189,61,45,96,20
190,62,2,74,22
191,62,26,73,15
192,62,24,102,11
193,63,8,78,11
194,63,6,75,31
195,63,8,38,25
196,63,24,56,21
197,64,17,77,8
198,64,54,100,6
199,64,28,102,39
200,64,12,76,4
201,64,11,77,24
202,65,8,80,9
203,65,35,95,17
204,65,62,113,30
205,65,34,93,1
206,66,57,100,11
207,66,72,117,11
208,67,36,71,16
209,67,45,86,2
210,67,2,79,14
211,67,7,69,2
212,67,51,100,46
213,68,18,59,4
214,68,49,102,10
215,69,55,92,4
216,69,11,64,21
217,70,52,112,26
218,70,23,74,40
219,70,44,111,31
220,71,46,87,5
221,71,34,98,23
222,72,56,86,42
223,72,53,113,4
224,72,60,109,32
225,72,42,116,15
226,73,1,36,10
227,73,28,70,14
228,74,8,70,27
229,74,7,68,9
230,75,81,113,8
231,75,47,112,7
232,75,44,111,7
233,76,28,63,11
234,76,40,80,17
235,77,52,115,2
236,77,65,117,7
237,77,27,72,11
238,78,69,119,39
239,78,14,60,21
240,78,76,118,10
241,79,59,114,25
242,80,4,68,3
243,80,32,72,20
244,80,31,85,29
245,81,23,78,5
246,81,14,89,3
247,81,21,100,18
248,81,10,88,9
249,82,23,76,6
250,82,11,86,54
251,82,18,81,40
252,82,6,38,16
253,83,39,107,18
254,84,0,51,16
255,84,7,47,3
256,84,42,72,17
257,84,2,77,56
258,85,18,52,23
259,85,22,70,2
260,85,12,55,33
261,85,18,59,19
262,85,15,60,2
263,86,27,72,11
264,86,5,71,15
265,86,25,82,14
266,86,63,105,2
267,86,42,83,16
268,87,20,78,28
269,87,20,66,17
270,87,29,95,23
271,87,19,84,29
272,87,13,65,20
273,88,41,106,27
274,88,50,84,41
275,88,16,82,11
276,88,23,84,25
277,89,44,110,8
278,90,6,55,37
279,90,28,72,17
280,90,17,62,10
281,91,59,108,11
282,91,53,108,21
283,92,4,51,7
284,92,18,95,13
285,93,53,91,20
286,93,42,106,9
287,94,23,92,29
288,94,17,61,6
289,94,37,107,35
290,95,43,114,10
291,95,44,82,31
292,95,45,110,3
293,96,35,100,11
294,96,56,114,12
295,96,47,89,14
296,96,57,107,16
297,97,60,101,20
298,97,31,86,21
299,97,21,73,31
300,97,32,111,50
301,98,22,56,16
302,98,68,103,1
303,99,19,64,11
304,100,32,71,22
305,100,26,97,11
306,100,64,106,1
307,100,60,92,31
308,101,22,63,21
309,101,46,83,6
310,101,13,77,28
311,102,51,95,21
312,102,38,85,34
313,102,6,61,18
314,103,16,66,19
315,103,20,97,7
316,104,29,82,20
317,104,5,38,32
318,104,2,44,28
319,104,58,120,39
320,105,32,74,6
321,105,19,85,4
322,105,8,60,30
323,105,5,54,12
324,106,64,104,12
325,106,38,109,13
326,106,14,45,18
327,106,49,102,16
328,107,55,104,9
329,107,29,79,24
330,107,31,75,40
331,108,50,88,41
332,108,57,108,29
333,108,5,70,35
334,108,47,114,32
335,109,40,115,6
336,109,5,40,11
337,110,54,109,30
338,110,43,87,15
339,110,12,77,10
340,110,72,115,40
341,110,27,58,11
342,110,31,94,7
343,110,52,101,53
344,110,14,70,8
345,111,11,56,3
346,111,34,87,8
347,111,70,105,4
348,111,17,83,21
349,112,38,90,28
350,112,25,64,30
351,112,27,57,37
352,112,39,110,13
353,113,65,115,12
354,113,10,74,21
355,113,48,93,2
356,113,41,106,1
357,114,20,64,24
358,114,59,99,4
359,115,17,75,5
360,115,8,58,24
361,116,10,63,48
362,116,38,97,21
363,116,8,65,3
364,117,44,113,29
365,117,27,57,4
366,118,77,116,29
367,118,22,72,1
368,119,43,85,6
369,119,6,37,8
370,119,17,93,14
371,119,10,48,24
372,120,56,106,13
373,120,57,105,27
374,120,2,53,17
375,120,41,81,50
376,121,16,57,11
377,121,13,77,19
378,121,40,85,3
379,122,20,66,38
380,122,13,71,17
381,122,45,110,10
382,122,27,82,10
383,123,52,92,21
384,123,13,68,1
385,123,1,43,1
386,124,30,98,41
387,124,33,74,43
388,124,66,98,10
389,124,8,53,16
390,125,32,112,10
391,125,68,103,5
392,125,3,55,28
393,125,54,107,28
394,125,8,59,41
395,126,63,113,8
396,126,24,79,5
397,126,6,48,26
398,126,29,100,55
399,127,51,104,11
400,127,1,62,11
401,127,5,45,28
402,128,3,53,19
403,128,65,118,5
404,128,15,63,54
405,129,46,99,12
406,130,40,110,1
407,131,32,67,19
408,132,11,69,35
409,132,71,105,31
410,133,34,100,4
411,133,58,108,10
412,134,19,97,22
413,135,14,84,7
414,135,57,105,46
415,135,53,114,48
416,136,68,114,44
417,136,19,88,2
418,137,0,40,44
419,137,33,95,43
420,138,48,78,12
421,138,41,76,7
422,138,49,105,19
423,139,6,57,14
424,139,21,62,17
425,139,16,68,41
426,139,6,47,14
427,140,70,113,10
428,140,0,77,14
429,140,30,63,13
430,141,14,75,36
431,141,10,67,16
