item_id,machine_type,max_production_limit
0,4,3
0,3,3
0,2,3
1,1,2
2,2,4
3,3,2
3,4,2
4,2,1
5,4,4
6,3,3
6,2,3
7,4,2
8,2,2
9,3,2
10,4,2
10,3,2
11,2,4
11,1,4
12,2,1
12,4,1
12,3,1
13,4,2
13,1,2
13,2,2
14,3,1
14,2,1
14,1,1
15,1,3
16,1,1
16,2,1
17,3,2
18,1,1
18,2,1
19,4,2
20,3,3
21,3,3
21,1,3
22,1,1
23,2,3
23,3,3
24,4,1
24,3,1
24,1,1
25,4,1
26,3,2
27,2,2
27,3,2
28,2,2
28,4,2
28,1,2
29,1,2
29,3,2
30,1,2
30,3,2
31,2,3
31,3,3
32,1,4
33,4,1
34,4,2
35,1,3
35,3,3
35,4,3
36,1,2
36,2,2
37,3,2
37,4,2
38,1,2
38,4,2
39,2,1
40,4,1
40,3,1
41,3,1
42,1,3
42,2,3
43,4,2
43,2,2
44,1,2
45,4,3
46,4,2
46,1,2
47,3,2
47,1,2
48,4,2
48,2,2
49,1,3
49,3,3
50,3,4
50,4,4
51,1,2
51,2,2
52,1,1
52,2,1
52,4,1
53,3,1
54,2,2
55,2,2
55,4,2
56,3,3
56,4,3
57,3,2
58,3,2
58,1,2
58,4,2
59,1,3
60,4,1
60,3,1
60,1,1
61,1,2
62,4,2
63,2,2
63,1,2
63,4,2
64,1,1
64,4,1
65,1,2
65,2,2
66,2,2
66,1,2
67,1,1
68,4,1
68,1,1
69,4,1
70,2,2
70,1,2
71,3,3
71,4,3
72,1,2
72,3,2
73,4,2
74,2,2
75,3,1
75,4,1
76,4,1
76,1,1
76,3,1
77,3,1
77,1,1
78,1,2
79,3,1
79,4,1
80,4,2
80,1,2
81,2,1
82,2,2
83,4,2
84,3,2
85,2,2
85,4,2
85,3,2
86,4,1
87,3,2
87,2,2
88,3,2
88,4,2
89,2,1
90,4,1
91,2,1
91,4,1
92,2,1
92,4,1
93,1,1
93,4,1
93,2,1
94,2,1
94,4,1
95,3,2
95,1,2
96,4,2
96,1,2
97,3,2
98,1,1
98,2,1
99,2,2
99,4,2
100,1,1
101,4,2
101,3,2
101,2,2
102,1,1
103,2,1
104,4,2
105,1,1
106,1,3
106,3,3
107,1,1
107,2,1
108,3,2
109,4,1
110,4,2
111,3,2
112,3,2
112,4,2
113,4,3
113,1,3
114,4,1
115,3,1
115,1,1
115,4,1
116,2,1
117,4,2
117,3,2
118,1,1
119,4,2
120,3,2
120,2,2
121,2,2
121,1,2
122,4,1
122,2,1
122,3,1
123,1,1
123,4,1
123,2,1
124,1,2
124,4,2
125,4,2
125,3,2
126,2,1
126,3,1
127,3,2
127,1,2
128,2,2
129,2,3
129,1,3
130,3,1
130,2,1
131,4,2
132,1,1
132,2,1
132,3,1
133,2,1
133,4,1
133,1,1
134,2,1
134,4,1
134,1,1
135,1,2
135,4,2
136,2,4
136,4,4
136,3,4
137,1,2
137,2,2
137,4,2
138,2,1
138,3,1
139,3,2
140,3,4
140,2,4
141,3,2
141,2,2
142,2,1
142,3,1
143,1,1
143,2,1
144,3,3
144,2,3
144,4,3
145,1,3
146,3,2
147,3,1
148,3,1
149,3,1
