order_id,item_id,arrival_date,due_date,capacity_needed
0,0,18,81,49
1,0,34,94,8
2,0,10,65,21
3,0,19,92,11
4,0,1,78,12
5,1,5,50,13
6,1,41,81,47
7,1,25,62,19
8,2,39,83,24
9,3,58,108,6
10,4,69,112,21
11,4,15,53,17
12,4,76,119,39
13,4,59,104,41
14,5,24,88,15
15,6,43,97,14
16,6,46,89,43
17,6,33,88,47
18,7,51,81,4
19,7,11,84,3
20,8,39,81,1
21,8,44,94,5
22,9,19,83,55
23,9,38,92,21
24,9,13,55,7
25,9,0,53,31
26,10,37,87,10
27,11,56,99,14
28,11,19,69,44
29,11,61,111,18
30,12,15,90,61
31,12,12,72,30
32,12,47,102,5
33,12,29,90,9
34,13,19,78,2
35,13,28,85,9
36,13,9,50,37
37,13,27,91,22
38,14,15,76,8
39,14,44,85,3
40,14,41,108,9
41,15,23,81,9
42,15,2,66,7
43,15,32,105,1
44,16,20,93,6
45,16,66,110,5
46,17,26,67,49
47,17,10,59,60
48,17,19,71,28
49,17,14,52,16
50,18,56,102,18
51,18,15,45,29
52,18,38,75,12
53,19,0,39,17
54,19,32,87,29
55,19,14,55,9
56,19,49,94,10
57,20,41,95,7
58,20,44,94,13
59,21,40,92,22
60,21,13,43,19
61,22,18,63,1
62,22,34,69,11
63,22,51,113,1
64,23,42,77,30
65,23,23,97,14
66,23,2,65,7
67,23,39,93,22
68,24,9,52,11
69,24,29,76,10
70,24,77,117,22
71,24,0,65,8
72,25,2,53,18
73,25,47,99,26
74,26,55,105,22
75,26,53,96,3
76,26,30,88,37
77,27,15,78,21
78,27,33,83,56
79,27,17,69,44
80,27,38,110,23
81,27,34,68,10
82,28,35,101,17
83,28,17,82,2
84,29,11,86,1
85,29,4,60,11
86,30,25,77,21
87,30,20,93,18
88,30,21,101,17
89,30,53,108,26
90,31,48,103,40
91,31,34,77,3
92,31,60,120,3
93,31,25,70,15
94,32,51,96,6
95,32,55,90,15
96,33,12,66,30
97,33,31,76,9
98,33,3,63,15
99,33,50,120,5
100,34,46,101,11
101,34,70,107,19
102,34,3,57,1
103,35,48,93,25
104,35,11,72,3
105,35,32,102,29
106,35,3,72,11
107,36,66,113,20
108,36,8,43,7
109,36,2,33,17
110,36,57,93,53
111,37,40,113,14
112,37,18,83,31
113,37,6,71,3
114,38,29,84,3
115,38,58,88,21
116,39,34,74,12
117,39,34,86,9
118,40,11,63,35
119,40,26,74,3
120,40,61,102,5
121,40,32,102,27
122,41,22,57,21
123,41,51,92,49
124,41,6,50,17
125,42,41,76,20
126,42,82,117,37
127,42,66,107,22
128,42,18,86,21
129,43,12,65,20
130,43,69,115,12
131,43,62,115,15
132,43,10,60,2
133,44,33,97,25
134,44,73,120,31
135,44,47,88,17
136,44,22,86,1
137,45,46,81,23
138,45,75,119,17
139,46,80,112,21
140,46,49,114,51
141,46,51,98,13
142,46,23,90,7
143,47,46,89,4
144,47,41,75,17
145,48,54,94,12
146,48,68,116,1
147,48,35,67,13
148,48,17,87,11
149,49,46,119,41
150,49,6,57,11
151,49,3,65,15
152,50,70,120,26
153,50,60,104,9
154,50,80,119,14
155,50,57,114,28
156,51,13,59,21
157,51,43,75,11
158,52,28,86,53
159,52,9,66,10
160,52,41,78,51
161,52,15,54,2
162,53,67,97,11
163,53,24,69,5
164,53,15,66,30
165,53,46,118,16
166,53,67,111,8
167,54,25,93,27
168,55,46,119,18
169,55,60,114,21
170,55,17,92,20
171,56,55,112,2
172,56,52,103,47
173,56,58,90,21
174,56,47,109,25
175,57,43,93,32
176,57,60,99,16
177,57,9,66,2
178,57,0,62,19
179,58,50,83,15
180,58,25,105,26
181,58,66,118,19
182,59,34,97,30
183,59,3,53,17
184,59,72,110,14
185,60,60,95,16
186,61,52,102,30
187,61,16,55,13
188,61,32,63,59
189,62,29,88,10
190,62,43,73,1
191,62,8,49,1
192,63,54,109,24
193,63,15,95,1
194,64,26,87,20
195,64,10,52,20
196,65,32,99,5
197,65,58,118,11
198,65,55,95,4
199,65,3,60,17
200,65,2,77,17
201,66,54,93,21
202,66,35,65,11
203,66,16,59,51
204,66,79,118,2
205,67,80,120,9
206,67,35,76,4
207,68,28,84,1
208,68,29,104,37
209,68,24,81,42
210,69,13,50,20
211,69,6,75,14
212,70,19,82,18
213,70,40,81,7
214,70,37,93,16
215,70,12,54,10
216,71,11,50,25
217,71,3,73,10
218,71,5,62,12
219,72,10,60,23
220,72,16,82,12
221,73,60,114,50
222,73,10,64,18
223,73,4,53,28
224,73,5,72,15
225,74,54,109,2
226,75,25,70,22
227,75,18,48,18
228,75,5,49,13
229,76,80,117,13
230,76,37,85,19
231,76,40,95,21
232,76,2,46,3
233,77,0,65,11
234,77,50,118,26
235,77,19,91,11
236,77,20,82,20
237,78,3,37,40
238,78,42,115,45
239,79,44,114,8
240,79,15,54,54
241,79,69,106,29
242,79,5,43,54
243,79,4,58,4
244,79,26,56,17
245,79,19,73,28
246,80,36,96,25
247,80,54,109,28
248,80,1,69,3
249,81,22,81,21
250,81,28,96,50
251,81,40,82,60
252,82,42,96,14
253,82,36,89,13
254,82,13,69,31
255,82,38,109,18
256,82,9,82,22
257,83,2,67,1
258,83,48,107,11
259,83,20,50,8
260,83,72,109,11
261,84,48,101,16
262,84,17,97,30
263,84,2,42,1
264,85,43,113,8
265,85,48,98,46
266,85,45,119,2
267,86,23,68,38
268,86,21,72,20
269,86,37,73,27
270,87,6,61,25
271,87,68,118,29
272,87,42,111,1
273,87,34,84,11
274,88,42,83,16
275,88,30,101,17
276,88,20,58,36
277,88,18,85,9
278,89,60,105,13
279,89,18,59,51
280,89,42,82,21
281,89,78,108,6
282,90,77,116,16
283,91,43,113,12
284,91,14,56,17
285,91,69,115,10
286,92,34,83,28
287,93,8,61,13
288,93,9,50,43
289,94,52,109,8
290,94,0,36,12
291,94,39,80,24
292,95,53,115,40
293,95,61,97,1
294,95,37,85,19
295,95,45,75,2
296,96,10,61,51
297,96,37,102,40
298,96,19,74,29
299,96,13,51,1
300,97,23,54,44
301,97,49,110,18
302,97,47,89,58
303,97,33,83,12
304,98,73,108,30
305,98,37,97,5
306,99,41,81,14
307,99,45,118,14
