machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,50,5
0,0,1,12,5
0,0,2,62,5
0,0,3,116,5
1,0,0,188,2
1,0,1,76,2
1,0,2,26,2
1,0,3,81,2
2,0,0,19,9
2,0,1,18,9
2,0,2,36,9
2,0,3,128,9
3,1,0,175,1
3,1,1,161,1
3,1,2,68,1
3,1,3,186,1
4,1,0,53,6
4,1,1,186,6
4,1,2,40,6
4,1,3,16,6
5,1,0,201,2
5,1,1,36,2
5,1,2,104,2
5,1,3,19,2
6,2,0,14,0
6,2,1,18,0
6,2,2,67,0
6,2,3,38,0
7,2,0,25,10
7,2,1,54,10
7,2,2,40,10
7,2,3,137,10
8,2,0,120,3
8,2,1,108,3
8,2,2,59,3
8,2,3,73,3
9,3,0,13,1
9,3,1,151,1
9,3,2,77,1
9,3,3,151,1
10,3,0,37,6
10,3,1,57,6
10,3,2,214,6
10,3,3,158,6
11,4,0,29,1
11,4,1,113,1
11,4,2,136,1
11,4,3,108,1
12,4,0,42,6
12,4,1,147,6
12,4,2,195,6
12,4,3,161,6
13,5,0,55,1
13,5,1,27,1
13,5,2,192,1
13,5,3,130,1
14,5,0,54,5
14,5,1,168,5
14,5,2,38,5
14,5,3,114,5
15,6,0,19,10
15,6,1,44,10
15,6,2,212,10
15,6,3,31,10
16,6,0,202,4
16,6,1,78,4
16,6,2,77,4
16,6,3,201,4
17,6,0,180,0
17,6,1,58,0
17,6,2,134,0
17,6,3,160,0
18,7,0,40,9
18,7,1,199,9
18,7,2,67,9
18,7,3,127,9
19,7,0,212,1
19,7,1,132,1
19,7,2,55,1
19,7,3,163,1
20,8,0,95,9
20,8,1,89,9
20,8,2,100,9
20,8,3,43,9
21,8,0,125,3
21,8,1,16,3
21,8,2,218,3
21,8,3,117,3
22,9,0,131,0
22,9,1,69,0
22,9,2,100,0
22,9,3,90,0
23,9,0,190,3
23,9,1,99,3
23,9,2,194,3
23,9,3,152,3
24,10,0,59,2
24,10,1,101,2
24,10,2,184,2
24,10,3,37,2
25,10,0,83,9
25,10,1,58,9
25,10,2,193,9
25,10,3,22,9
26,11,0,126,0
26,11,1,36,0
26,11,2,130,0
26,11,3,12,0
27,11,0,108,1
27,11,1,45,1
27,11,2,16,1
27,11,3,191,1
28,11,0,67,5
28,11,1,66,5
28,11,2,86,5
28,11,3,44,5
29,11,0,186,0
29,11,1,11,0
29,11,2,159,0
29,11,3,31,0
30,12,0,88,2
30,12,1,107,2
30,12,2,96,2
30,12,3,26,2
31,12,0,173,8
31,12,1,47,8
31,12,2,27,8
31,12,3,154,8
32,12,0,51,4
32,12,1,220,4
32,12,2,20,4
32,12,3,194,4
33,13,0,27,2
33,13,1,43,2
33,13,2,40,2
33,13,3,122,2
34,14,0,201,2
34,14,1,134,2
34,14,2,25,2
34,14,3,145,2
35,14,0,54,5
35,14,1,98,5
35,14,2,215,5
35,14,3,114,5
36,14,0,199,2
36,14,1,27,2
36,14,2,160,2
36,14,3,176,2
37,15,0,95,4
37,15,1,37,4
37,15,2,19,4
37,15,3,40,4
38,15,0,89,8
38,15,1,30,8
38,15,2,80,8
38,15,3,28,8
39,16,0,25,2
39,16,1,54,2
39,16,2,118,2
39,16,3,16,2
40,16,0,121,5
40,16,1,107,5
40,16,2,20,5
40,16,3,31,5
41,16,0,34,8
41,16,1,155,8
41,16,2,144,8
41,16,3,87,8
42,17,0,17,2
42,17,1,18,2
42,17,2,124,2
42,17,3,176,2
43,17,0,79,0
43,17,1,122,0
43,17,2,14,0
43,17,3,156,0
44,17,0,28,0
44,17,1,188,0
44,17,2,35,0
44,17,3,198,0
45,17,0,87,9
45,17,1,59,9
45,17,2,37,9
45,17,3,95,9
46,18,0,173,5
46,18,1,88,5
46,18,2,211,5
46,18,3,220,5
47,18,0,213,10
47,18,1,32,10
47,18,2,55,10
47,18,3,162,10
48,19,0,215,6
48,19,1,124,6
48,19,2,175,6
48,19,3,92,6
49,19,0,156,1
49,19,1,51,1
49,19,2,58,1
49,19,3,16,1
50,19,0,33,10
50,19,1,147,10
50,19,2,43,10
50,19,3,23,10
