item_id,machine_type,max_production_limit
0,4,2
0,1,2
1,1,2
1,3,2
2,4,2
3,3,1
4,2,1
5,3,2
6,4,1
6,2,1
6,3,1
7,1,2
7,4,2
7,3,2
8,3,2
8,4,2
9,4,1
9,2,1
10,4,1
10,3,1
10,2,1
11,2,2
11,1,2
12,1,1
12,3,1
12,4,1
13,4,1
13,2,1
14,2,1
14,3,1
15,1,1
15,2,1
16,2,2
16,3,2
17,2,1
17,3,1
17,1,1
18,2,4
18,1,4
18,3,4
19,1,1
19,4,1
20,4,1
20,2,1
21,3,2
21,2,2
22,1,1
22,4,1
22,3,1
23,3,1
23,1,1
24,4,2
24,1,2
25,2,2
26,1,1
26,3,1
26,4,1
27,1,2
27,4,2
28,4,1
28,3,1
28,2,1
29,1,1
30,3,2
30,1,2
30,4,2
31,4,2
31,3,2
32,1,1
33,3,1
34,4,1
35,1,1
35,4,1
36,3,1
36,1,1
37,3,3
37,2,3
38,4,2
39,1,1
39,2,1
39,4,1
40,2,1
40,1,1
41,1,1
42,2,1
43,2,2
44,3,2
44,1,2
45,1,1
45,2,1
46,3,1
46,1,1
47,3,1
47,1,1
48,3,4
49,3,1
49,2,1
50,2,1
50,4,1
50,1,1
51,3,1
51,4,1
52,2,1
53,4,2
53,3,2
53,2,2
54,1,2
54,4,2
55,1,1
56,4,2
56,1,2
57,1,1
58,2,2
58,1,2
59,3,2
59,4,2
60,1,1
60,3,1
61,2,2
61,4,2
62,1,2
62,2,2
62,3,2
63,4,1
64,4,1
65,4,3
66,3,2
67,2,1
67,4,1
68,3,1
68,2,1
68,1,1
69,2,1
69,4,1
70,2,2
71,1,2
71,4,2
71,2,2
72,2,1
72,3,1
73,4,2
74,2,1
74,3,1
74,1,1
75,4,1
75,3,1
75,2,1
76,1,2
77,2,3
77,1,3
78,4,1
79,1,2
79,4,2
80,3,1
80,2,1
81,3,1
82,3,1
83,3,1
83,1,1
84,1,2
85,1,1
86,3,2
86,1,2
87,1,1
87,4,1
88,4,1
88,2,1
89,2,1
90,1,2
90,3,2
91,2,2
91,3,2
92,1,2
93,3,1
93,1,1
93,2,1
94,4,2
95,3,1
95,4,1
95,2,1
96,2,1
97,1,2
98,2,1
99,3,3
99,1,3
100,4,2
101,4,1
101,2,1
101,3,1
102,2,1
102,4,1
102,1,1
103,3,2
104,4,1
104,3,1
105,4,2
106,2,1
106,1,1
107,4,1
107,3,1
107,1,1
108,1,1
108,3,1
109,4,2
109,2,2
110,1,2
110,4,2
110,2,2
111,4,3
111,1,3
111,2,3
112,4,1
112,3,1
113,4,1
113,2,1
113,1,1
114,1,1
114,4,1
115,2,2
115,1,2
116,4,1
117,3,1
118,1,2
118,3,2
118,2,2
119,3,2
120,3,1
120,4,1
120,1,1
121,1,1
122,4,2
122,1,2
123,2,1
123,3,1
123,4,1
124,3,1
125,2,1
126,3,2
126,2,2
127,2,1
128,3,1
128,1,1
128,4,1
129,2,2
129,3,2
130,1,1
130,2,1
130,4,1
131,1,2
131,2,2
131,3,2
132,4,1
132,2,1
133,3,2
134,4,1
135,3,2
135,4,2
136,2,2
136,1,2
137,4,2
137,3,2
138,1,1
139,3,2
140,3,2
140,4,2
140,1,2
141,3,2
141,1,2
141,4,2
142,3,1
143,3,4
144,2,1
144,3,1
145,1,2
146,3,2
147,4,1
147,1,1
148,2,2
149,2,1
