machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,169,9
0,0,1,18,9
0,0,2,159,9
0,0,3,20,9
1,0,0,148,4
1,0,1,190,4
1,0,2,33,4
1,0,3,53,4
2,0,0,133,2
2,0,1,43,2
2,0,2,15,2
2,0,3,177,2
3,0,0,62,1
3,0,1,12,1
3,0,2,132,1
3,0,3,118,1
4,1,0,30,10
4,1,1,52,10
4,1,2,44,10
4,1,3,65,10
5,1,0,30,2
5,1,1,206,2
5,1,2,120,2
5,1,3,100,2
6,1,0,107,4
6,1,1,110,4
6,1,2,51,4
6,1,3,17,4
7,2,0,32,5
7,2,1,85,5
7,2,2,157,5
7,2,3,42,5
8,2,0,75,3
8,2,1,32,3
8,2,2,189,3
8,2,3,46,3
9,2,0,39,3
9,2,1,158,3
9,2,2,46,3
9,2,3,51,3
10,2,0,25,2
10,2,1,120,2
10,2,2,151,2
10,2,3,17,2
11,3,0,136,10
11,3,1,14,10
11,3,2,211,10
11,3,3,46,10
12,3,0,19,1
12,3,1,86,1
12,3,2,67,1
12,3,3,36,1
13,3,0,136,6
13,3,1,170,6
13,3,2,114,6
13,3,3,18,6
14,3,0,59,10
14,3,1,25,10
14,3,2,30,10
14,3,3,209,10
15,4,0,107,1
15,4,1,34,1
15,4,2,61,1
15,4,3,105,1
16,4,0,51,2
16,4,1,36,2
16,4,2,100,2
16,4,3,163,2
17,4,0,19,10
17,4,1,57,10
17,4,2,205,10
17,4,3,138,10
18,4,0,203,5
18,4,1,70,5
18,4,2,51,5
18,4,3,186,5
19,5,0,20,3
19,5,1,70,3
19,5,2,204,3
19,5,3,130,3
20,5,0,95,9
20,5,1,88,9
20,5,2,51,9
20,5,3,101,9
21,5,0,169,2
21,5,1,94,2
21,5,2,74,2
21,5,3,36,2
22,5,0,175,10
22,5,1,83,10
22,5,2,58,10
22,5,3,15,10
23,6,0,10,0
23,6,1,212,0
23,6,2,17,0
23,6,3,219,0
24,6,0,77,4
24,6,1,112,4
24,6,2,40,4
24,6,3,30,4
25,6,0,191,7
25,6,1,100,7
25,6,2,177,7
25,6,3,56,7
26,6,0,67,4
26,6,1,49,4
26,6,2,209,4
26,6,3,12,4
27,6,0,154,4
27,6,1,35,4
27,6,2,12,4
27,6,3,71,4
28,6,0,196,1
28,6,1,160,1
28,6,2,121,1
28,6,3,31,1
29,6,0,65,5
29,6,1,106,5
29,6,2,36,5
29,6,3,108,5
30,6,0,100,6
30,6,1,214,6
30,6,2,55,6
30,6,3,25,6
31,7,0,114,4
31,7,1,124,4
31,7,2,22,4
31,7,3,141,4
32,7,0,201,6
32,7,1,116,6
32,7,2,67,6
32,7,3,15,6
33,8,0,102,4
33,8,1,29,4
33,8,2,21,4
33,8,3,58,4
34,8,0,29,8
34,8,1,24,8
34,8,2,150,8
34,8,3,152,8
35,9,0,58,2
35,9,1,147,2
35,9,2,26,2
35,9,3,216,2
36,9,0,159,3
36,9,1,92,3
36,9,2,13,3
36,9,3,183,3
