order_id,item_id,arrival_date,due_date,capacity_needed
0,0,42,78,2
1,0,18,57,4
2,0,26,66,9
3,0,46,98,33
4,0,2,39,18
5,1,17,61,4
6,1,31,91,20
7,2,18,77,37
8,2,6,66,18
9,2,26,76,25
10,2,48,98,31
11,3,29,80,15
12,3,22,72,21
13,4,20,72,31
14,4,24,88,21
15,5,17,61,10
16,5,14,53,54
17,5,23,67,27
18,6,28,90,14
19,6,37,80,11
20,6,2,59,11
21,6,52,112,9
22,7,48,80,22
23,7,52,119,29
24,7,43,88,11
25,7,60,95,18
26,8,9,82,13
27,8,53,107,6
28,8,42,80,48
29,8,3,56,15
30,9,56,104,9
31,9,5,57,7
32,9,20,67,28
33,10,77,118,18
34,10,34,86,32
35,10,63,108,17
36,11,33,70,36
37,11,77,114,3
38,11,44,82,53
39,12,37,102,30
40,12,55,110,10
41,13,0,54,4
42,13,57,120,41
43,13,11,67,6
44,13,20,71,11
45,14,22,60,10
46,14,59,106,21
47,14,40,103,18
48,14,28,100,16
49,15,32,83,4
50,15,44,97,11
51,15,42,90,5
52,15,18,70,14
53,16,13,91,13
54,16,8,86,3
55,16,29,69,41
56,17,31,83,1
57,17,77,107,13
58,17,40,115,11
59,17,49,108,24
60,18,38,85,35
61,18,16,61,11
62,18,5,69,10
63,18,60,115,59
64,19,50,97,41
65,19,4,69,2
66,19,7,49,2
67,19,4,45,9
68,19,44,96,21
69,20,12,54,7
70,20,42,112,2
71,21,14,86,2
72,21,27,68,11
73,21,53,88,4
74,21,18,69,2
75,21,64,106,2
76,22,62,102,10
77,22,26,83,21
78,22,58,118,17
79,22,40,80,16
80,23,21,61,12
81,23,44,112,7
82,23,56,98,25
83,23,55,116,26
84,24,35,112,5
85,24,1,76,20
86,24,47,100,18
87,24,27,101,34
88,25,56,105,10
89,25,34,103,11
90,25,44,118,1
91,25,56,106,11
92,26,19,92,19
93,26,46,91,3
94,26,21,60,11
95,26,42,100,7
96,27,5,51,4
97,27,30,72,29
98,27,77,117,9
99,28,65,108,9
100,28,62,95,15
101,28,49,100,11
102,28,22,57,21
103,29,58,108,11
104,29,22,98,31
105,30,65,96,27
106,31,23,85,39
107,31,26,70,2
108,32,8,39,2
109,32,13,73,3
110,33,2,51,11
111,33,66,102,14
112,33,42,99,38
113,33,18,58,14
114,34,13,69,17
115,34,4,47,29
116,35,35,78,9
117,35,67,110,10
118,35,29,82,3
119,36,40,85,28
120,36,37,93,7
121,37,70,100,40
122,37,57,98,26
123,37,39,106,5
124,38,23,83,30
125,38,12,64,48
126,38,17,65,24
127,38,4,44,2
128,39,37,107,9
129,39,19,76,34
130,39,0,38,34
131,39,64,104,22
132,40,14,64,31
133,40,34,101,20
134,40,28,107,33
135,40,48,80,7
136,41,1,52,19
137,41,35,88,6
138,41,13,67,31
139,41,33,88,11
140,42,66,116,9
141,42,8,77,45
142,42,33,74,20
143,42,86,117,24
144,43,54,111,2
145,43,66,119,11
146,44,35,88,32
147,44,63,109,1
148,44,38,90,26
149,45,26,71,5
150,45,9,58,17
151,46,57,117,39
152,47,22,79,8
153,47,75,113,5
154,47,39,113,8
155,48,21,66,27
156,48,50,120,22
157,48,18,76,9
158,48,47,100,40
159,49,69,112,9
160,49,32,73,10
161,49,62,109,8
162,50,40,93,23
163,50,0,50,36
164,51,30,90,11
165,52,41,80,26
166,53,48,88,27
167,53,52,107,21
168,53,5,73,29
169,53,40,94,26
170,54,0,51,1
171,54,19,69,27
172,55,41,101,19
173,55,34,73,8
174,55,7,44,21
175,55,52,114,22
176,56,36,73,51
177,56,22,97,28
178,56,30,73,20
179,57,6,50,15
180,57,40,80,5
181,58,75,119,11
182,58,53,107,11
183,58,23,56,9
184,58,1,46,49
185,59,57,108,22
186,59,35,100,13
187,59,24,87,18
188,60,16,66,2
189,60,54,94,11
190,60,25,58,4
191,61,6,80,14
192,61,61,106,13
193,61,6,58,55
194,61,31,96,3
195,61,2,52,23
196,62,40,100,5
197,62,66,105,40
198,62,28,63,21
199,62,34,90,15
200,63,61,106,5
201,63,50,87,31
202,63,49,90,5
203,63,7,50,19
204,64,78,118,4
205,64,1,52,15
206,64,20,89,12
207,64,62,104,12
208,65,67,112,54
209,65,6,42,9
210,65,28,78,8
211,65,6,60,22
212,66,34,69,17
213,66,57,103,10
214,67,50,120,5
215,67,42,85,3
216,67,37,102,20
217,68,11,54,28
218,68,46,116,24
219,68,67,102,21
220,68,57,112,10
221,69,43,89,6
222,69,31,82,42
223,70,51,104,21
224,70,77,113,41
225,71,66,118,6
226,71,77,112,55
227,71,19,83,27
228,71,75,118,30
229,72,1,80,22
230,72,4,59,5
231,72,67,118,26
232,72,1,50,1
233,73,51,111,20
234,73,64,114,19
235,73,82,113,31
236,73,49,84,33
237,74,16,72,21
238,74,28,84,31
239,74,61,107,10
240,75,31,111,8
241,75,23,96,11
242,76,9,45,45
243,76,26,66,4
244,76,57,100,20
245,76,33,106,21
246,77,32,62,4
247,77,25,88,6
248,77,54,99,19
249,77,41,79,51
250,78,22,62,6
251,78,22,57,8
252,78,7,85,27
253,78,25,99,38
254,79,8,58,26
255,79,4,62,36
256,79,32,108,5
257,79,12,77,52
258,80,37,79,6
259,80,50,108,21
260,81,2,57,32
261,81,29,74,10
262,82,16,81,1
263,82,21,86,6
264,82,31,73,21
265,83,64,97,26
266,83,6,70,25
267,84,23,70,17
268,84,24,94,10
269,84,18,80,28
270,84,43,82,10
271,85,73,108,7
272,85,21,76,4
273,85,53,97,13
274,86,45,87,37
275,86,64,112,27
276,86,47,77,57
277,87,25,77,44
278,87,76,117,2
279,88,28,83,18
280,88,53,100,3
281,88,68,110,25
282,88,24,69,36
283,89,17,70,2
284,89,24,93,1
285,89,52,105,18
286,89,9,51,19
287,90,10,62,4
288,90,38,93,18
289,90,22,67,6
290,91,28,63,44
291,91,43,86,28
292,91,9,49,7
293,92,44,112,1
294,92,9,63,16
295,92,7,67,13
296,92,48,110,6
297,93,70,115,3
298,93,9,85,5
299,93,40,94,5
300,94,66,113,8
301,94,27,60,1
302,94,19,69,51
303,94,3,46,3
304,95,36,76,25
305,95,35,84,20
306,95,1,47,8
307,96,56,107,26
308,96,23,95,9
309,97,63,106,3
310,98,8,67,11
311,98,11,46,17
312,98,75,116,15
313,99,63,118,6
314,100,13,79,16
315,100,65,107,3
316,100,14,85,2
317,101,65,120,18
318,101,25,71,8
319,102,53,107,13
320,102,7,42,26
321,102,13,78,11
322,102,24,104,50
323,103,72,112,33
324,103,27,94,17
325,103,12,75,11
326,104,15,79,35
327,104,5,66,20
328,104,59,96,26
329,105,55,111,17
330,105,39,109,11
331,105,41,85,34
332,106,18,54,5
333,106,7,74,20
334,106,27,73,1
335,106,45,99,11
336,107,12,52,1
337,107,17,59,16
338,108,10,79,7
339,108,13,72,41
340,109,34,83,24
341,109,34,92,11
342,110,31,88,17
343,110,52,103,14
344,110,28,86,15
345,111,36,71,21
346,111,55,100,47
347,112,30,85,4
348,112,27,101,9
349,113,44,109,40
350,113,34,114,7
351,113,15,75,1
352,113,62,119,10
353,114,42,94,9
354,114,6,51,1
355,115,38,94,38
356,115,25,91,33
357,115,29,59,19
358,116,49,104,22
359,116,16,81,21
360,117,21,68,4
361,118,39,90,19
362,118,2,33,30
363,118,29,81,11
364,119,55,102,23
365,119,61,117,31
366,119,16,81,8
367,119,11,56,17
368,120,1,58,5
369,120,24,89,4
370,121,20,77,25
371,121,8,51,12
372,121,15,80,18
373,122,53,119,46
374,122,61,95,16
375,122,67,109,28
376,122,68,108,7
377,123,59,109,4
378,123,0,72,11
379,123,11,84,12
380,123,0,38,7
381,123,17,47,10
382,124,1,42,27
383,124,34,66,19
384,124,40,108,12
385,125,59,99,6
386,125,14,68,31
387,125,63,104,22
388,125,5,72,1
389,126,57,108,23
390,127,15,83,37
391,127,61,120,17
392,128,55,95,10
393,128,29,74,2
394,129,45,93,5
395,130,39,74,7
396,130,55,115,21
397,131,30,77,10
398,131,62,107,30
399,131,15,86,37
400,131,42,102,26
401,131,28,104,3
402,131,22,53,36
403,132,7,38,6
404,133,20,54,5
405,134,82,120,1
406,134,75,119,42
407,134,6,68,6
408,135,10,54,22
409,135,43,76,33
410,135,14,78,17
411,136,27,59,11
412,136,36,73,60
413,136,78,118,18
414,137,55,93,13
415,137,33,94,9
416,137,50,117,6
417,137,47,102,4
418,138,35,92,9
419,138,47,111,10
420,138,18,75,43
421,138,5,62,38
422,139,27,88,12
423,139,42,93,21
424,139,28,83,52
425,139,63,117,60
426,140,21,67,49
427,141,0,57,27
428,141,57,112,20
429,141,50,85,39
430,142,44,82,4
431,142,36,86,21
432,142,57,110,14
433,142,1,44,7
434,143,38,86,11
435,143,53,104,8
436,144,0,65,14
437,144,30,71,27
438,145,3,63,34
439,145,64,119,25
440,146,17,96,6
441,146,74,120,20
442,146,72,112,16
443,147,0,76,21
444,147,43,98,8
445,147,14,66,31
446,147,10,60,26
447,148,49,119,21
448,148,72,112,37
449,148,47,107,34
450,149,3,51,5
451,149,32,97,14
