order_id,item_id,arrival_date,due_date,capacity_needed
0,0,12,52,16
1,1,15,83,11
2,1,1,46,18
3,1,8,48,20
4,1,11,53,15
5,2,54,104,26
6,2,10,43,17
7,2,15,72,11
8,3,81,119,8
9,4,77,120,12
10,4,59,108,6
11,4,35,114,11
12,4,63,99,15
13,5,24,76,8
14,6,45,116,46
15,6,1,36,2
16,7,10,50,6
17,7,44,94,25
18,7,26,68,28
19,7,49,104,20
20,8,4,63,45
21,8,4,61,37
22,9,52,114,26
23,10,56,87,2
24,11,21,62,4
25,11,43,113,2
26,12,48,93,19
27,13,17,49,4
28,13,5,55,1
29,13,49,118,1
30,13,46,101,13
31,14,33,93,1
32,14,18,73,2
33,14,71,115,29
34,15,15,89,8
35,15,12,87,1
36,15,19,94,2
37,15,12,61,3
38,16,16,78,6
39,16,42,86,4
40,17,24,89,1
41,17,55,120,8
42,18,28,63,33
43,18,23,62,1
44,18,68,102,44
45,18,8,68,25
46,19,6,77,4
47,20,29,74,44
48,20,60,95,6
49,20,19,94,35
50,21,48,108,19
51,21,16,95,38
52,21,27,81,36
53,21,15,59,21
54,22,4,59,30
55,22,10,87,31
56,22,29,92,31
57,22,64,119,21
58,22,8,77,3
59,22,35,73,1
60,22,34,94,40
61,22,15,83,16
62,23,66,100,12
63,24,58,93,11
64,24,42,120,37
65,25,79,117,43
66,25,48,112,21
67,25,5,65,11
68,25,45,95,6
69,26,61,101,20
70,26,29,99,6
71,26,38,99,32
72,27,12,52,2
73,27,66,106,1
74,27,47,90,9
75,27,24,85,6
76,28,32,80,9
77,28,48,118,27
78,28,13,76,9
79,28,57,101,7
80,29,11,63,14
81,29,55,111,6
82,30,64,108,18
83,30,16,81,10
84,30,21,63,5
85,30,61,106,32
86,31,19,58,16
87,31,62,104,4
88,32,6,46,8
89,32,42,80,6
90,32,0,70,21
91,33,44,88,15
92,33,58,93,28
93,33,11,57,11
94,33,44,97,41
95,34,62,94,6
96,34,15,48,36
97,34,31,75,17
98,34,10,61,26
99,35,51,94,12
100,35,11,57,50
101,35,62,94,26
102,35,26,81,19
103,36,55,111,10
104,36,55,105,26
105,36,9,61,3
106,37,49,100,26
107,37,27,97,46
108,37,56,113,9
109,38,48,113,2
110,38,25,85,16
111,38,41,76,5
112,38,31,90,38
113,39,33,75,9
114,39,61,95,1
115,39,43,108,2
116,40,31,100,20
117,41,30,96,10
118,41,23,89,32
119,41,1,57,9
120,41,3,36,36
121,42,37,76,20
122,42,5,59,15
123,42,10,67,24
124,43,33,84,51
125,43,5,48,2
126,43,29,62,5
127,43,32,72,23
128,44,2,65,31
129,44,60,96,31
130,44,76,106,16
131,45,0,55,7
132,45,67,105,30
133,45,4,72,2
134,45,43,93,10
135,46,32,78,15
136,46,60,112,29
137,46,0,56,5
138,47,41,95,27
139,47,7,39,47
140,48,41,87,22
141,48,21,64,7
142,48,22,84,33
143,48,29,63,5
144,49,61,112,19
145,49,40,90,12
146,50,30,86,9
147,51,55,91,18
148,51,47,108,41
149,52,83,119,11
150,52,22,82,11
151,52,41,113,23
152,52,31,84,42
153,53,58,102,6
154,53,19,70,18
155,54,33,86,26
156,55,37,109,28
157,55,13,73,50
158,55,27,57,7
159,56,9,64,11
160,56,9,82,8
161,57,47,87,11
162,57,47,79,7
163,57,2,49,20
164,58,19,56,13
165,59,16,78,8
166,59,23,101,6
167,59,0,61,15
168,60,54,106,23
169,61,3,48,8
170,61,43,108,27
171,61,82,117,3
172,62,50,100,27
173,62,62,104,3
174,62,40,80,13
175,62,38,92,7
176,63,65,96,22
177,63,57,101,7
178,64,15,82,20
179,64,12,56,24
180,65,3,33,26
181,65,49,84,8
182,65,3,35,21
183,65,55,111,19
184,66,51,104,8
185,66,36,90,12
186,66,28,83,38
187,67,32,87,3
188,67,7,48,31
189,67,28,96,19
190,67,16,70,25
191,68,21,81,15
192,68,83,116,5
193,68,26,75,11
194,68,28,103,13
195,68,35,90,31
196,68,33,113,26
197,69,42,85,32
198,69,72,115,40
199,69,30,81,24
200,69,36,102,18
201,69,19,75,18
202,69,41,111,18
203,69,26,69,11
204,69,46,100,9
205,70,19,69,10
206,70,4,64,3
207,70,46,96,16
208,70,34,99,56
209,71,26,65,21
210,71,45,107,22
211,71,34,65,14
212,71,43,93,4
213,72,50,102,9
214,72,34,91,11
215,73,26,101,5
216,73,68,104,2
217,73,26,105,12
218,73,48,94,2
219,74,59,104,2
220,74,61,115,29
221,74,44,85,16
222,74,10,70,11
223,75,31,86,9
224,75,40,100,21
225,75,15,75,55
226,75,38,102,43
227,76,4,65,34
228,76,2,60,4
229,77,14,83,42
230,78,63,113,61
231,78,23,68,29
232,78,0,31,7
233,78,67,102,18
234,78,61,101,17
235,78,21,74,9
236,78,5,55,40
237,78,78,118,24
238,79,6,56,21
239,79,33,89,27
240,79,39,108,4
241,79,8,73,26
242,79,16,73,19
243,80,36,108,25
244,80,64,117,7
245,80,1,43,8
246,80,21,72,38
247,80,40,120,9
248,81,11,75,31
249,81,58,97,12
250,81,62,115,18
251,82,72,111,41
252,83,9,79,5
253,83,49,94,58
254,83,36,83,5
255,83,14,76,23
256,84,61,115,30
257,84,12,92,5
258,84,38,101,18
259,85,21,81,11
260,85,46,98,6
261,85,2,35,1
262,85,43,115,44
263,86,21,66,13
264,86,76,120,27
265,86,16,61,11
266,86,79,119,45
267,87,54,109,1
268,87,2,67,34
269,88,28,70,19
270,88,14,58,13
271,89,49,109,10
272,89,2,39,5
273,90,37,78,11
274,90,6,68,49
275,90,17,62,10
276,90,71,108,25
277,90,72,111,3
278,91,21,88,10
279,91,0,46,19
280,91,39,72,6
281,91,4,43,14
282,92,23,78,50
283,93,8,67,18
284,93,21,76,3
285,93,20,97,1
286,93,47,85,30
287,94,24,89,6
288,94,54,107,10
289,94,27,77,21
290,94,17,64,7
291,94,10,75,21
292,95,30,83,48
293,95,59,114,41
294,96,50,94,28
295,96,49,99,8
296,96,42,112,9
297,97,7,50,35
298,97,43,112,10
299,97,12,42,9
300,97,34,106,16
301,98,77,119,37
302,98,46,117,21
303,98,7,47,4
304,98,39,113,10
305,99,31,95,51
306,99,33,69,26
307,99,40,74,26
