id,plan_type,physical_supplier_id,label_key,label_value,label_priority,create_time,update_time
1611974311336275989,1,0003000000,age_group,婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311311110172,1,0003000000,age_group,非婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760149,1,0003000000,brand,巴拉巴拉,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760139,1,0003000000,brand,森马,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760151,1,0003000000,channel,巴拉巴拉线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760150,1,0003000000,channel,巴拉巴拉线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760141,1,0003000000,channel,森马线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760140,1,0003000000,channel,森马线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760138,1,0003000000,fabric_category,梭织,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311332081707,1,0003000000,item_category,巴拉巴拉梭织便服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760153,1,0003000000,item_category,巴拉巴拉梭织外套,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760154,1,0003000000,item_category,巴拉巴拉梭织棉服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760155,1,0003000000,item_category,巴拉巴拉梭织羽绒服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760152,1,0003000000,item_category,巴拉巴拉梭织裤类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760146,1,0003000000,item_category,森马梭织外套,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760147,1,0003000000,item_category,森马梭织棉服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760148,1,0003000000,item_category,森马梭织羽绒服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760145,1,0003000000,item_category,森马梭织裤类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760144,1,0003000000,sex,中,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760142,1,0003000000,sex,女,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760143,1,0003000000,sex,男,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311311110173,1,0003000001,age_group,非婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760157,1,0003000001,brand,森马,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760158,1,0003000001,channel,森马线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760156,1,0003000001,fabric_category,针织,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760162,1,0003000001,item_category,森马针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760161,1,0003000001,sex,中,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760159,1,0003000001,sex,女,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760160,1,0003000001,sex,男,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311336276002,1,0003000001,special_label,扎/吊染,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736744,1,0003000019,age_group,婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311311110174,1,0003000019,age_group,非婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736767,1,0003000019,brand,Mini巴拉,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736755,1,0003000019,brand,巴拉巴拉,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736748,1,0003000019,brand,森马,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736768,1,0003000019,channel,Mini巴拉线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736769,1,0003000019,channel,Mini巴拉线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736756,1,0003000019,channel,巴拉巴拉线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736757,1,0003000019,channel,巴拉巴拉线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736749,1,0003000019,channel,森马线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736750,1,0003000019,channel,森马线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736745,1,0003000019,fabric_category,针织,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311336275990,1,0003000019,ip,迪士尼,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736774,1,0003000019,item_category,Mini巴拉针织便服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736773,1,0003000019,item_category,Mini巴拉针织卫衣/T恤,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310853931012,1,0003000019,item_category,Mini巴拉针织套装,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736775,1,0003000019,item_category,Mini巴拉针织棉服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736772,1,0003000019,item_category,Mini巴拉针织背心,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310853931010,1,0003000019,item_category,Mini巴拉针织裙类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736770,1,0003000019,item_category,Mini巴拉针织裤类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310853931011,1,0003000019,item_category,Mini巴拉针织连体衣,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736771,1,0003000019,item_category,Mini巴拉针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736762,1,0003000019,item_category,巴拉巴拉针织便服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736761,1,0003000019,item_category,巴拉巴拉针织卫衣/T恤,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736766,1,0003000019,item_category,巴拉巴拉针织套装,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736763,1,0003000019,item_category,巴拉巴拉针织棉服,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736760,1,0003000019,item_category,巴拉巴拉针织背心,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736764,1,0003000019,item_category,巴拉巴拉针织裙类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736758,1,0003000019,item_category,巴拉巴拉针织裤类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736765,1,0003000019,item_category,巴拉巴拉针织连体衣,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736759,1,0003000019,item_category,巴拉巴拉针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736754,1,0003000019,item_category,森马针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736753,1,0003000019,sex,中,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736751,1,0003000019,sex,女,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736752,1,0003000019,sex,男,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736747,1,0003000019,special_label,四针六线,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310849736746,1,0003000019,special_label,扎/吊染,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760164,1,0003000020,age_group,婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760163,1,0003000020,age_group,非婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760173,1,0003000020,brand,巴拉巴拉,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760166,1,0003000020,brand,森马,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760175,1,0003000020,channel,巴拉巴拉线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760174,1,0003000020,channel,巴拉巴拉线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760168,1,0003000020,channel,森马线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760167,1,0003000020,channel,森马线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760165,1,0003000020,fabric_category,针织,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760179,1,0003000020,item_category,巴拉巴拉针织卫衣/T恤,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760180,1,0003000020,item_category,巴拉巴拉针织套装,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760178,1,0003000020,item_category,巴拉巴拉针织背心,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760176,1,0003000020,item_category,巴拉巴拉针织裤类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760177,1,0003000020,item_category,巴拉巴拉针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760172,1,0003000020,item_category,森马针织针织大类,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760171,1,0003000020,sex,中,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760169,1,0003000020,sex,女,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310979760170,1,0003000020,sex,男,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565856,1,0003000023,age_group,婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974311311110175,1,0003000023,age_group,非婴童,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565858,1,0003000023,brand,森马,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565866,1,0003000023,brand,马卡乐,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565860,1,0003000023,channel,森马线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565859,1,0003000023,channel,森马线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565868,1,0003000023,channel,马卡乐线上,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565867,1,0003000023,channel,马卡乐线下,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565857,1,0003000023,fabric_category,牛仔,0,2023-01-08 14:33:19,2023-01-08 14:33:19
1611974310975565865,1,0003000023,item_category,森马牛仔牛仔上装,0,2023-01-08 14:33:19,2023-01-08 14:33:19
