id,plan_type,supplier_id,month,max_line_limit,planned_capacity,available_capacity,extra_order_occupied_capacity,capacity_reservation_ratio,capacity_override_ratio,valid,create_time,update_time
1574336512319877122,1,1,2022-07,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:08,2023-01-08 14:33:20
1569948732852596737,1,1,2022-08,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596738,1,1,2022-09,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596739,1,1,2022-10,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596740,1,1,2022-11,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596741,1,1,2022-12,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948736929461010,1,1,2023-01,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
1569948736929461011,1,1,2023-02,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
1570254649666105518,1,1,2023-03,0,0,0,0,0.0,1.5,1,2022-09-15 11:34:17,2023-01-08 14:33:21
1574336518879769530,1,1,2023-04,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:10,2023-01-08 14:33:21
1574336518879769531,1,1,2023-05,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:10,2023-01-08 14:33:21
1574336512319877129,1,2,2022-07,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:08,2023-01-08 14:33:20
1569948732852596742,1,2,2022-08,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596743,1,2,2022-09,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596744,1,2,2022-10,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596745,1,2,2022-11,0,122,183,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596746,1,2,2022-12,0,122,183,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948737176924517,1,2,2023-01,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
1569948737176924518,1,2,2023-02,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
1570254649951318048,1,2,2023-03,0,2,3,0,0.0,1.5,1,2022-09-15 11:34:17,2023-01-08 14:33:21
1574336519576023424,1,2,2023-04,0,2,3,0,0.0,1.5,1,2022-09-26 17:54:10,2023-01-08 14:33:21
1574336519576023425,1,2,2023-05,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:10,2023-01-08 14:33:21
1574336512319877136,1,3,2022-07,0,0,0,0,0.0,1.5,1,2022-09-26 17:54:08,2023-01-08 14:33:20
1569948732852596747,1,3,2022-08,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596748,1,3,2022-09,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596749,1,3,2022-10,0,0,0,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596750,1,3,2022-11,0,10,15,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948732852596751,1,3,2022-12,0,10,15,0,0.0,1.5,1,2022-09-14 15:18:40,2023-01-08 14:33:20
1569948736929460700,1,3,2023-01,0,10,15,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
1569948736929460701,1,3,2023-02,0,10,15,0,0.0,1.5,1,2022-09-14 15:18:41,2023-01-08 14:33:21
