machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,127,8
0,0,1,208,8
0,0,2,11,8
0,0,3,197,8
1,0,0,159,5
1,0,1,58,5
1,0,2,208,5
1,0,3,204,5
2,1,0,11,10
2,1,1,139,10
2,1,2,14,10
2,1,3,70,10
3,1,0,216,7
3,1,1,76,7
3,1,2,37,7
3,1,3,43,7
4,1,0,41,1
4,1,1,171,1
4,1,2,109,1
4,1,3,167,1
5,2,0,182,6
5,2,1,28,6
5,2,2,145,6
5,2,3,96,6
6,2,0,108,2
6,2,1,22,2
6,2,2,126,2
6,2,3,19,2
7,2,0,187,10
7,2,1,124,10
7,2,2,200,10
7,2,3,11,10
8,2,0,57,4
8,2,1,15,4
8,2,2,161,4
8,2,3,18,4
9,3,0,126,10
9,3,1,220,10
9,3,2,159,10
9,3,3,43,10
10,3,0,61,0
10,3,1,185,0
10,3,2,188,0
10,3,3,171,0
11,4,0,161,4
11,4,1,31,4
11,4,2,70,4
11,4,3,39,4
12,5,0,40,1
12,5,1,187,1
12,5,2,39,1
12,5,3,144,1
13,5,0,202,8
13,5,1,148,8
13,5,2,52,8
13,5,3,46,8
14,5,0,105,5
14,5,1,37,5
14,5,2,121,5
14,5,3,157,5
15,5,0,161,3
15,5,1,12,3
15,5,2,32,3
15,5,3,133,3
16,6,0,62,3
16,6,1,159,3
16,6,2,41,3
16,6,3,163,3
17,6,0,43,8
17,6,1,68,8
17,6,2,146,8
17,6,3,61,8
18,7,0,64,10
18,7,1,139,10
18,7,2,53,10
18,7,3,198,10
19,7,0,11,9
19,7,1,28,9
19,7,2,67,9
19,7,3,39,9
20,7,0,29,3
20,7,1,20,3
20,7,2,70,3
20,7,3,15,3
21,7,0,19,5
21,7,1,29,5
21,7,2,41,5
21,7,3,21,5
22,8,0,90,4
22,8,1,65,4
22,8,2,157,4
22,8,3,198,4
23,8,0,174,6
23,8,1,211,6
23,8,2,90,6
23,8,3,129,6
24,8,0,40,5
24,8,1,23,5
24,8,2,181,5
24,8,3,38,5
25,9,0,127,9
25,9,1,13,9
25,9,2,164,9
25,9,3,132,9
26,9,0,103,6
26,9,1,204,6
26,9,2,51,6
26,9,3,207,6
27,9,0,154,4
27,9,1,15,4
27,9,2,34,4
27,9,3,156,4
28,9,0,19,4
28,9,1,165,4
28,9,2,50,4
28,9,3,209,4
