order_id,item_id,arrival_date,due_date,capacity_needed
0,0,6,71,6
1,0,23,89,15
2,1,14,84,7
3,1,60,97,28
4,1,64,102,21
5,2,64,118,34
6,2,59,104,48
7,2,40,106,14
8,3,58,105,21
9,3,52,95,9
10,4,41,92,1
11,4,23,73,21
12,5,35,70,22
13,6,77,120,14
14,6,13,65,2
15,6,50,105,28
16,6,10,54,25
17,7,15,67,15
18,7,61,103,46
19,7,70,112,17
20,7,27,59,14
21,8,9,39,19
22,8,65,120,27
23,8,13,80,21
24,8,40,76,50
25,9,29,69,14
26,9,35,88,4
27,9,50,118,24
28,10,37,89,34
29,10,36,104,3
30,10,29,74,23
31,10,47,87,14
32,11,12,53,8
33,11,49,117,13
34,12,25,90,1
35,12,67,111,12
36,12,10,53,31
37,12,14,63,14
38,13,35,70,19
39,13,32,77,5
40,14,49,89,13
41,14,49,113,3
42,15,4,82,11
43,15,18,88,11
44,15,36,66,33
45,16,55,93,9
46,16,1,36,1
47,16,35,90,28
48,16,13,76,8
49,17,55,109,42
50,17,4,69,9
51,18,1,47,40
52,18,0,58,33
53,18,3,40,13
54,18,15,62,4
55,19,4,39,36
56,19,44,114,35
57,19,62,98,12
58,19,5,39,40
59,20,42,77,7
60,21,31,88,58
61,21,14,68,49
62,21,41,77,19
63,21,16,48,41
64,22,11,65,11
65,22,64,104,1
66,22,65,120,11
67,22,18,71,21
68,23,17,67,19
69,23,13,81,29
70,23,89,120,24
71,23,17,67,1
72,24,28,70,23
73,24,37,68,13
74,24,66,106,13
75,25,52,110,28
76,25,63,98,6
77,25,69,104,20
78,26,29,79,3
79,27,24,56,12
80,27,20,64,11
81,27,15,65,21
82,27,33,105,31
83,28,82,112,28
84,28,54,97,7
85,28,59,117,11
86,29,12,86,12
87,29,19,63,1
88,29,3,63,17
89,29,9,44,18
90,30,77,117,25
91,30,34,101,11
92,30,42,76,22
93,31,37,116,2
94,31,3,60,1
95,31,23,73,20
96,31,47,117,2
97,32,40,95,27
98,32,53,113,5
99,32,25,90,21
100,32,1,79,13
101,32,8,49,28
102,33,23,98,24
103,33,46,100,36
104,33,32,89,3
105,33,13,54,15
106,33,38,115,14
107,33,13,63,30
108,33,5,75,14
109,33,52,102,25
110,34,10,61,1
111,34,76,112,16
112,34,69,108,20
113,34,47,106,61
114,35,3,48,38
115,35,57,120,7
116,35,28,60,11
117,36,14,58,9
118,36,58,109,5
119,37,45,98,16
120,38,68,112,12
121,38,13,50,14
122,38,71,119,27
123,38,79,119,2
124,39,59,105,24
125,39,42,76,20
126,39,32,96,12
127,39,4,51,2
128,40,37,102,3
129,40,9,43,27
130,41,34,68,1
131,41,49,117,23
132,41,37,90,28
133,42,37,107,4
134,42,30,90,16
135,42,64,103,44
136,43,65,107,6
137,43,30,94,7
138,43,7,75,23
139,43,17,82,23
140,44,63,98,10
141,44,29,83,21
142,45,7,73,15
143,45,29,69,8
144,45,40,93,36
145,46,5,60,8
146,47,24,54,8
147,48,32,91,13
148,48,18,57,30
149,49,21,68,21
150,49,48,81,19
151,49,65,117,50
152,49,33,70,33
153,50,22,66,12
154,51,12,84,17
155,51,19,81,22
156,51,33,68,2
157,51,84,119,2
158,52,5,50,37
159,52,2,53,10
160,52,33,88,50
161,52,55,103,19
162,53,66,120,40
163,53,6,85,21
164,53,29,71,44
165,53,33,103,15
166,54,48,90,10
167,55,71,109,7
168,55,15,82,33
169,55,17,72,1
170,55,59,119,28
171,56,59,102,19
172,57,36,70,11
173,57,26,96,12
174,57,54,114,12
175,58,1,33,6
176,58,53,94,9
177,58,36,110,11
178,59,45,89,30
179,59,36,91,20
180,59,39,77,24
181,59,26,84,10
182,60,35,84,23
183,60,4,46,12
184,60,16,93,1
185,60,1,42,11
186,61,10,70,13
187,62,33,84,38
188,62,17,91,37
189,62,76,116,7
190,63,64,116,11
191,63,43,105,13
192,63,0,50,28
193,63,24,56,2
194,64,49,109,21
195,64,18,81,15
196,64,43,77,19
197,65,37,76,6
198,66,31,85,8
199,66,74,115,6
200,66,77,113,2
201,66,12,54,31
202,67,53,86,21
203,67,15,70,8
204,67,32,105,7
205,67,13,53,16
