item_id,machine_type,max_production_limit
0,2,2
0,14,2
1,3,1
2,4,2
3,5,4
3,13,4
4,4,4
4,12,4
5,10,3
5,7,3
6,3,1
6,10,1
7,4,2
8,11,2
9,1,1
9,9,1
9,12,1
10,7,1
10,2,1
11,2,2
12,8,3
12,5,3
13,8,1
14,6,2
15,3,2
15,6,2
16,3,3
16,12,3
17,6,4
18,13,3
18,7,3
19,10,4
20,12,1
21,9,1
22,1,2
22,8,2
22,12,2
23,9,2
23,4,2
24,8,1
24,4,1
25,7,1
26,11,1
26,3,1
27,5,1
27,6,1
27,9,1
28,11,2
29,8,1
30,9,1
30,14,1
30,4,1
31,2,2
32,1,2
33,10,1
34,13,1
35,14,2
36,2,1
37,12,2
38,3,1
39,6,1
40,11,1
41,7,2
41,14,2
42,12,3
43,7,3
44,4,1
44,3,1
45,7,2
45,12,2
46,4,2
47,3,3
47,10,3
48,2,1
48,4,1
49,8,2
50,10,2
50,4,2
51,6,2
51,11,2
52,3,1
53,8,1
54,11,2
55,10,1
56,10,1
57,5,1
57,9,1
58,3,1
59,4,1
59,11,1
60,10,2
60,2,2
61,11,2
62,7,2
62,8,2
62,13,2
63,11,1
63,10,1
64,10,1
65,13,4
65,9,4
66,13,1
66,11,1
67,14,3
67,4,3
68,13,2
68,7,2
69,11,1
70,12,3
71,3,1
71,6,1
72,11,2
73,4,2
73,14,2
74,4,2
74,3,2
75,13,2
75,1,2
76,7,1
77,13,3
77,8,3
77,2,3
78,2,4
79,4,1
79,13,1
80,6,1
81,5,2
81,12,2
82,10,4
82,2,4
83,3,1
84,6,2
84,11,2
84,1,2
85,8,2
85,9,2
86,6,3
86,1,3
87,10,1
87,5,1
88,1,2
88,11,2
89,11,2
89,8,2
90,2,2
90,7,2
91,8,2
91,4,2
92,3,3
92,14,3
93,5,1
93,1,1
93,8,1
94,10,1
95,7,1
96,10,3
97,1,1
98,7,4
99,6,1
