machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,76,15
0,0,1,78,15
0,0,2,74,15
0,0,3,45,15
1,0,0,41,15
1,0,1,211,15
1,0,2,99,15
1,0,3,161,15
2,0,0,29,6
2,0,1,130,6
2,0,2,50,6
2,0,3,95,6
3,0,0,141,5
3,0,1,190,5
3,0,2,38,5
3,0,3,190,5
4,1,0,41,8
4,1,1,23,8
4,1,2,95,8
4,1,3,22,8
5,2,0,31,7
5,2,1,48,7
5,2,2,100,7
5,2,3,139,7
6,2,0,144,4
6,2,1,213,4
6,2,2,119,4
6,2,3,130,4
7,2,0,72,13
7,2,1,69,13
7,2,2,199,13
7,2,3,24,13
8,3,0,59,15
8,3,1,53,15
8,3,2,48,15
8,3,3,180,15
9,3,0,209,12
9,3,1,45,12
9,3,2,12,12
9,3,3,78,12
10,3,0,23,7
10,3,1,58,7
10,3,2,99,7
10,3,3,98,7
11,3,0,29,14
11,3,1,142,14
11,3,2,11,14
11,3,3,16,14
12,3,0,141,3
12,3,1,140,3
12,3,2,33,3
12,3,3,16,3
13,3,0,96,5
13,3,1,94,5
13,3,2,103,5
13,3,3,166,5
14,3,0,70,0
14,3,1,118,0
14,3,2,216,0
14,3,3,199,0
15,3,0,150,4
15,3,1,99,4
15,3,2,26,4
15,3,3,71,4
16,4,0,78,6
16,4,1,169,6
16,4,2,15,6
16,4,3,45,6
17,5,0,70,8
17,5,1,47,8
17,5,2,146,8
17,5,3,92,8
18,5,0,218,14
18,5,1,14,14
18,5,2,207,14
18,5,3,20,14
19,6,0,47,10
19,6,1,138,10
19,6,2,70,10
19,6,3,166,10
20,6,0,84,6
20,6,1,55,6
20,6,2,196,6
20,6,3,138,6
21,6,0,69,9
21,6,1,154,9
21,6,2,69,9
21,6,3,107,9
22,6,0,165,6
22,6,1,134,6
22,6,2,75,6
22,6,3,45,6
23,7,0,207,6
23,7,1,105,6
23,7,2,29,6
23,7,3,24,6
24,7,0,212,2
24,7,1,202,2
24,7,2,67,2
24,7,3,85,2
25,7,0,48,7
25,7,1,70,7
25,7,2,145,7
25,7,3,18,7
26,7,0,13,7
26,7,1,128,7
26,7,2,68,7
26,7,3,123,7
27,7,0,133,8
27,7,1,130,8
27,7,2,24,8
27,7,3,70,8
28,8,0,59,4
28,8,1,19,4
28,8,2,133,4
28,8,3,27,4
29,9,0,128,9
29,9,1,22,9
29,9,2,69,9
29,9,3,69,9
30,9,0,35,12
30,9,1,131,12
30,9,2,36,12
30,9,3,49,12
