supplier_id,importance,fabric_category,date,max_line_limit
3000674,培养,梭织,2022-07-01,4.0
3000674,培养,梭织,2022-07-02,4.0
3000674,培养,梭织,2022-07-04,4.0
3000674,培养,梭织,2022-07-05,4.0
3000674,培养,梭织,2022-07-06,4.0
3000674,培养,梭织,2022-07-07,4.0
3000674,培养,梭织,2022-07-08,4.0
3000674,培养,梭织,2022-07-09,4.0
3000674,培养,梭织,2022-07-11,4.0
3000674,培养,梭织,2022-07-12,4.0
3000674,培养,梭织,2022-07-13,4.0
3000674,培养,梭织,2022-07-14,4.0
3000674,培养,梭织,2022-07-15,4.0
3000674,培养,梭织,2022-07-16,4.0
3000674,培养,梭织,2022-07-18,4.0
3000674,培养,梭织,2022-07-19,4.0
3000674,培养,梭织,2022-07-20,4.0
3000674,培养,梭织,2022-07-21,4.0
3000674,培养,梭织,2022-07-22,4.0
3000674,培养,梭织,2022-07-23,4.0
3000674,培养,梭织,2022-07-25,4.0
3000674,培养,梭织,2022-07-26,4.0
3000674,培养,梭织,2022-07-27,4.0
3000674,培养,梭织,2022-07-28,4.0
3000674,培养,梭织,2022-07-29,4.0
3000674,培养,梭织,2022-07-30,4.0
3000674,培养,梭织,2022-08-01,4.0
3000674,培养,梭织,2022-08-02,4.0
3000674,培养,梭织,2022-08-03,4.0
3000674,培养,梭织,2022-08-04,4.0
3000674,培养,梭织,2022-08-05,4.0
3000674,培养,梭织,2022-08-06,4.0
3000674,培养,梭织,2022-08-08,4.0
3000674,培养,梭织,2022-08-09,4.0
3000674,培养,梭织,2022-08-10,4.0
3000674,培养,梭织,2022-08-11,4.0
3000674,培养,梭织,2022-08-12,4.0
3000674,培养,梭织,2022-08-13,4.0
3000674,培养,梭织,2022-08-15,4.0
3000674,培养,梭织,2022-08-16,4.0
3000674,培养,梭织,2022-08-17,4.0
3000674,培养,梭织,2022-08-18,4.0
3000674,培养,梭织,2022-08-19,4.0
3000674,培养,梭织,2022-08-20,4.0
3000674,培养,梭织,2022-08-22,4.0
3000674,培养,梭织,2022-08-23,4.0
3000674,培养,梭织,2022-08-24,4.0
3000674,培养,梭织,2022-08-25,4.0
3000674,培养,梭织,2022-08-26,4.0
3000674,培养,梭织,2022-08-27,4.0
3000674,培养,梭织,2022-08-29,4.0
3000674,培养,梭织,2022-08-30,4.0
3000674,培养,梭织,2022-08-31,4.0
3000674,培养,梭织,2022-09-01,4.0
3000674,培养,梭织,2022-09-02,4.0
3000674,培养,梭织,2022-09-03,4.0
3000674,培养,梭织,2022-09-05,4.0
