machine_id,supplier_id,month,planned_capacity,machine_type
0,0,0,16,2
0,0,1,34,2
0,0,2,138,2
0,0,3,24,2
1,0,0,54,4
1,0,1,26,4
1,0,2,135,4
1,0,3,48,4
2,0,0,197,2
2,0,1,113,2
2,0,2,16,2
2,0,3,110,2
3,1,0,39,3
3,1,1,58,3
3,1,2,211,3
3,1,3,142,3
4,1,0,31,4
4,1,1,56,4
4,1,2,220,4
4,1,3,27,4
5,2,0,180,6
5,2,1,166,6
5,2,2,10,6
5,2,3,127,6
6,2,0,88,9
6,2,1,40,9
6,2,2,136,9
6,2,3,134,9
7,2,0,202,6
7,2,1,31,6
7,2,2,26,6
7,2,3,187,6
8,3,0,129,9
8,3,1,125,9
8,3,2,127,9
8,3,3,212,9
9,3,0,70,6
9,3,1,70,6
9,3,2,206,6
9,3,3,28,6
10,3,0,20,8
10,3,1,64,8
10,3,2,140,8
10,3,3,75,8
11,4,0,163,4
11,4,1,103,4
11,4,2,40,4
11,4,3,173,4
12,4,0,24,6
12,4,1,27,6
12,4,2,121,6
12,4,3,175,6
13,5,0,198,2
13,5,1,148,2
13,5,2,67,2
13,5,3,44,2
14,5,0,17,10
14,5,1,76,10
14,5,2,181,10
14,5,3,189,10
15,5,0,30,2
15,5,1,169,2
15,5,2,32,2
15,5,3,109,2
16,5,0,156,6
16,5,1,54,6
16,5,2,40,6
16,5,3,13,6
17,5,0,15,8
17,5,1,116,8
17,5,2,111,8
17,5,3,143,8
18,5,0,33,9
18,5,1,67,9
18,5,2,169,9
18,5,3,85,9
19,6,0,10,8
19,6,1,90,8
19,6,2,23,8
19,6,3,202,8
20,6,0,201,10
20,6,1,23,10
20,6,2,34,10
20,6,3,17,10
21,6,0,20,10
21,6,1,63,10
21,6,2,14,10
21,6,3,38,10
22,7,0,158,0
22,7,1,30,0
22,7,2,10,0
22,7,3,10,0
23,7,0,130,6
23,7,1,11,6
23,7,2,13,6
23,7,3,153,6
24,7,0,204,6
24,7,1,62,6
24,7,2,52,6
24,7,3,174,6
25,7,0,130,8
25,7,1,217,8
25,7,2,163,8
25,7,3,219,8
26,8,0,65,5
26,8,1,12,5
26,8,2,66,5
26,8,3,58,5
27,9,0,73,9
27,9,1,33,9
27,9,2,144,9
27,9,3,40,9
28,9,0,60,9
28,9,1,55,9
28,9,2,50,9
28,9,3,20,9
29,9,0,174,9
29,9,1,111,9
29,9,2,217,9
29,9,3,43,9
30,10,0,30,5
30,10,1,28,5
30,10,2,177,5
30,10,3,35,5
31,10,0,30,3
31,10,1,37,3
31,10,2,65,3
31,10,3,12,3
32,10,0,112,6
32,10,1,68,6
32,10,2,71,6
32,10,3,114,6
33,11,0,166,3
33,11,1,64,3
33,11,2,13,3
33,11,3,154,3
34,11,0,44,3
34,11,1,181,3
34,11,2,20,3
34,11,3,85,3
35,11,0,55,6
35,11,1,209,6
35,11,2,141,6
35,11,3,38,6
36,11,0,141,8
36,11,1,50,8
36,11,2,30,8
36,11,3,95,8
37,12,0,218,0
37,12,1,37,0
37,12,2,10,0
37,12,3,213,0
38,12,0,111,9
38,12,1,50,9
38,12,2,124,9
38,12,3,131,9
39,13,0,173,6
39,13,1,171,6
39,13,2,18,6
39,13,3,46,6
40,13,0,134,7
40,13,1,154,7
40,13,2,10,7
40,13,3,81,7
41,13,0,44,3
41,13,1,165,3
41,13,2,217,3
41,13,3,22,3
42,13,0,205,6
42,13,1,15,6
42,13,2,173,6
42,13,3,112,6
43,13,0,98,1
43,13,1,33,1
43,13,2,52,1
43,13,3,22,1
44,14,0,18,8
44,14,1,103,8
44,14,2,26,8
44,14,3,103,8
45,14,0,29,3
45,14,1,204,3
45,14,2,23,3
45,14,3,136,3
46,14,0,71,4
46,14,1,66,4
46,14,2,55,4
46,14,3,160,4
47,14,0,95,9
47,14,1,46,9
47,14,2,41,9
47,14,3,116,9
48,15,0,164,3
48,15,1,102,3
48,15,2,39,3
48,15,3,102,3
49,15,0,38,3
49,15,1,25,3
49,15,2,47,3
49,15,3,22,3
50,15,0,49,1
50,15,1,167,1
50,15,2,91,1
50,15,3,24,1
51,15,0,105,2
51,15,1,186,2
51,15,2,10,2
51,15,3,58,2
52,16,0,116,2
52,16,1,140,2
52,16,2,39,2
52,16,3,176,2
53,16,0,131,2
53,16,1,51,2
53,16,2,33,2
53,16,3,64,2
54,16,0,51,3
54,16,1,116,3
54,16,2,40,3
54,16,3,105,3
55,16,0,130,2
55,16,1,33,2
55,16,2,95,2
55,16,3,32,2
56,17,0,116,6
56,17,1,146,6
56,17,2,106,6
56,17,3,16,6
57,17,0,202,2
57,17,1,36,2
57,17,2,12,2
57,17,3,165,2
58,17,0,130,3
58,17,1,149,3
58,17,2,11,3
58,17,3,27,3
59,17,0,23,9
59,17,1,18,9
59,17,2,108,9
59,17,3,55,9
60,17,0,60,8
60,17,1,68,8
60,17,2,67,8
60,17,3,27,8
61,18,0,27,9
61,18,1,24,9
61,18,2,36,9
61,18,3,123,9
62,19,0,179,3
62,19,1,178,3
62,19,2,74,3
62,19,3,159,3
63,19,0,36,9
63,19,1,78,9
63,19,2,38,9
63,19,3,34,9
