item_id,machine_type,max_production_limit
0,3,1
0,2,1
1,5,1
1,1,1
1,7,1
2,1,2
2,6,2
3,3,2
3,6,2
4,3,1
5,9,2
6,2,1
7,4,3
7,2,3
7,5,3
8,2,2
8,6,2
9,6,1
9,5,1
10,5,1
11,2,2
12,6,1
12,7,1
12,4,1
13,3,2
14,6,1
14,3,1
15,6,2
15,5,2
15,3,2
16,4,1
16,2,1
16,8,1
17,2,2
18,1,1
18,3,1
18,2,1
19,5,1
19,1,1
19,2,1
20,4,2
20,3,2
21,3,2
21,9,2
22,3,2
23,7,1
23,9,1
24,2,1
24,7,1
25,6,1
26,9,2
26,3,2
26,1,2
27,1,3
27,5,3
27,3,3
28,2,1
28,9,1
29,2,3
30,5,4
30,6,4
30,4,4
31,4,1
32,4,2
32,6,2
33,3,1
34,1,1
35,5,1
35,9,1
36,4,3
37,1,2
37,5,2
38,3,1
39,2,1
40,8,1
40,5,1
40,1,1
41,3,1
41,1,1
41,6,1
42,5,1
43,4,2
43,7,2
44,7,1
45,1,1
46,1,1
47,2,1
47,5,1
48,1,2
48,2,2
49,5,1
49,3,1
50,8,3
50,1,3
51,9,1
51,5,1
52,8,1
52,9,1
53,6,3
53,8,3
53,2,3
54,2,2
55,1,1
55,6,1
56,1,1
57,1,1
57,3,1
58,9,1
59,3,2
60,7,2
60,2,2
61,6,2
61,4,2
62,9,1
63,4,2
63,8,2
64,3,1
64,1,1
65,6,1
65,7,1
65,5,1
66,8,1
66,6,1
67,1,1
68,7,2
69,5,2
69,6,2
69,1,2
70,2,1
70,5,1
71,7,2
72,2,1
73,8,4
73,9,4
74,3,1
75,1,3
75,2,3
76,2,2
77,9,1
78,3,1
78,9,1
78,7,1
79,1,1
80,7,3
81,8,1
81,7,1
81,6,1
82,3,1
82,5,1
82,6,1
83,5,3
84,7,1
84,2,1
85,2,1
85,3,1
86,1,2
87,4,1
88,9,2
88,1,2
88,4,2
89,3,1
90,2,3
91,5,1
91,4,1
92,7,4
92,5,4
93,3,1
93,7,1
93,8,1
94,4,1
95,8,2
95,3,2
95,7,2
96,3,1
96,6,1
97,2,1
97,7,1
97,6,1
98,7,1
99,4,1
99,9,1
