id,plan_type,supplier_id,physical_supplier_id,brand,channel,age_group,fabric_category,item_capacity_group,year,quarter,forced_shared_capacity_availability,valid,create_time,update_time
1573620750563209535,2,1573619393122856961,0003000000,巴拉巴拉,巴拉巴拉线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209457,2,1573619392430796801,0003000000,巴拉巴拉,巴拉巴拉线上,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209476,2,1573619392585986049,0003000000,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209399,2,1573619391831011329,0003000000,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209716,2,1573619395010293762,0003000000,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403576,2,1573619395861737473,0003000000,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403582,2,1573619395895291907,0003000000,森马,森马线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209719,2,1573619395035459585,0003000000,森马,森马线上,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209678,2,1573619394557308930,0003000000,森马,森马线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209448,2,1573619392351105026,0003000000,森马,森马线下,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209542,2,1573619393173188609,0003000001,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209418,2,1573619392011366401,0003000019,Mini巴拉,Mini巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209440,2,1573619392292384771,0003000019,巴拉巴拉,巴拉巴拉线上,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209320,2,1573619391180894210,0003000019,巴拉巴拉,巴拉巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209349,2,1573619391398998018,0003000019,巴拉巴拉,巴拉巴拉线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209607,2,1573619393651339266,0003000019,巴拉巴拉,巴拉巴拉线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209310,2,1573619391109591042,0003000019,森马,森马线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209564,2,1573619393336766465,0003000019,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209424,2,1573619392099446786,0003000020,巴拉巴拉,巴拉巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209389,2,1573619391705182210,0003000020,巴拉巴拉,巴拉巴拉线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209658,2,1573619394330816513,0003000020,森马,森马线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403522,2,1573619395240980481,0003000020,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403588,2,1573619395966595073,0003000023,巴拉巴拉,巴拉巴拉线上,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209331,2,1573619391268974593,0003000023,巴拉巴拉,巴拉巴拉线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209483,2,1573619392653094914,0003000023,森马,森马线上,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209371,2,1573619391566770177,0003000023,森马,森马线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209529,2,1573619393076719617,0003000025,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209721,2,1573619395060625409,0003000025,森马,森马线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209434,2,1573619392250441730,0003000025,森马,森马线下,非婴童,梭织,梭织衬衫,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209332,2,1573619391268974594,0003000026,森马,森马线上,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209600,2,1573619393605201922,0003000026,森马,森马线下,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403537,2,1573619395417141249,0003000028,森马,森马线下,非婴童,梭织,梭织衬衫,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209517,2,1573619392980250625,0003000035,森马,森马线上,非婴童,梭织,梭织衬衫,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209271,2,1573619390753075201,0003000035,森马,森马线上,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209360,2,1573619391482884097,0003000040,Mini巴拉,Mini巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209617,2,1573619393760391170,0003000040,巴拉巴拉,巴拉巴拉线上,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209225,2,1573619390325256193,0003000040,巴拉巴拉,巴拉巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209228,2,1573619390371393538,0003000040,巴拉巴拉,巴拉巴拉线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403622,2,1573619396365053954,0003000040,巴拉巴拉,巴拉巴拉线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209278,2,1573619390803406849,0003000040,森马,森马线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209496,2,1573619392753758209,0003000040,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209346,2,1573619391373832193,0003000040,马卡乐,马卡乐线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209602,2,1573619393613590530,0003000040,马卡乐,马卡乐线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209348,2,1573619391390609409,0003000041,巴拉巴拉,巴拉巴拉线上,婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209325,2,1573619391218642947,0003000041,巴拉巴拉,巴拉巴拉线上,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209533,2,1573619393114468353,0003000041,巴拉巴拉,巴拉巴拉线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209447,2,1573619392346910721,0003000041,森马,森马线上,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209565,2,1573619393345155075,0003000041,森马,森马线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209613,2,1573619393731031041,0003000041,马卡乐,马卡乐线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209601,2,1573619393609396225,0003000044,森马,森马线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209312,2,1573619391117979649,0003000049,巴拉巴拉,巴拉巴拉线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209300,2,1573619390975373315,0003000049,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209683,2,1573619394628612097,0003000049,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209315,2,1573619391143145475,0003000051,森马,森马线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209290,2,1573619390899875842,0003000051,森马,森马线下,非婴童,梭织,梭织衬衫,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209459,2,1573619392439185410,0003000051,森马,森马线下,非婴童,梭织,梭织裙子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403558,2,1573619395635245057,0003000053,森马,森马线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
